iteration,node_id,radius,theta_rad,theta_deg
1,27,4.0,1.965820003879811,112.63318950470429
1,44,3.0,1.9658200044950889,112.63318953995712
1,11,5.0,2.1632062832507284,123.94259024644803
1,28,4.0,2.163206284239374,123.94259030309325
1,45,3.0,2.1632064868660206,123.94260191274492
1,12,5.0,2.3596443246401955,135.19766095388067
1,29,4.0,2.3596443252279182,135.1976609875547
1,46,3.0,2.3596443258422344,135.19766102275244
1,13,5.0,2.555768481754126,146.43474741706956
1,30,4.0,2.55576848233968,146.4347474506193
1,47,3.0,2.555768482947118,146.43474748542297
1,14,5.0,2.752072617891652,157.68214591871137
1,31,4.0,2.7520726184819315,157.68214595253187
1,48,3.0,2.7520726190874396,157.68214598722494
1,15,5.0,2.9461199894009105,168.800241331799
1,32,4.0,2.9461199900114563,168.80024136678068
1,49,3.0,2.9461199906389433,168.80024140273304
1,16,5.0,3.1328652083372996,179.49995422110064
2,0,5.0,0.008726661901887466,0.5000008962157599
2,1,5.0,0.188901247420148,10.823244221931011
2,18,4.0,0.18890124748709636,10.823244225766869
2,35,3.0,0.18890124755106688,10.82324422943211
2,2,5.0,0.38713528563796434,22.18121796764695
2,19,4.0,0.3871352857050709,22.181217971491872
2,36,3.0,0.3871352857686725,22.181217975135976
2,3,5.0,0.581592147802361,33.322775467024066
2,20,4.0,0.5815921478712873,33.32277547097325
2,37,3.0,0.5815921479366271,33.32277547471694
2,4,5.0,0.7772180686131915,44.53131509284511
2,21,4.0,0.7772180686818512,44.53131509677902
2,38,3.0,0.7772180687476,44.53131510054615
2,39,3.0,0.9742821689852315,55.82225633770543
2,5,5.0,0.9742821864916664,55.82225734075027
2,22,4.0,0.9742821866009573,55.82225734701218
2,6,5.0,1.1731209067409525,67.21487681481682
2,23,4.0,1.1731209068077662,67.21487681864497
2,40,3.0,1.1731209068729906,67.21487682238205
2,7,5.0,1.3724080907593177,78.63319137011614
2,24,4.0,1.372408090824532,78.63319137385264
2,41,3.0,1.3724080908890055,78.63319137754671
2,8,5.0,1.5707963260219935,89.99999995571592
2,25,4.0,1.570796326021989,89.99999995571567
2,42,3.0,1.570796326021989,89.99999995571567
2,9,5.0,1.7691845611567774,101.36680853398802
2,26,4.0,1.769184561219448,101.36680853757878
2,43,3.0,1.7691845612828523,101.36680854121158
2,10,5.0,1.968471745175128,112.7851230892865
2,27,4.0,1.9684717452362235,112.78512309278702
2,44,3.0,1.9684717452988738,112.78512309637662
2,11,5.0,2.1673104654479567,124.17774256470194
2,28,4.0,2.1673104655473763,124.17774257039828
2,45,3.0,2.167310483058747,124.1777435737259
2,12,5.0,2.364374583302857,135.4686848112564
2,29,4.0,2.3643745833621614,135.4686848146543
2,46,3.0,2.364374583424274,135.46868481821306
2,13,5.0,2.560000504113683,146.67722443707717
2,30,4.0,2.560000504172731,146.67722444046038
2,47,3.0,2.5600005042352456,146.6772244440422
2,14,5.0,2.754457366278114,157.81878193645625
2,31,4.0,2.754457366338926,157.81878193994052
2,48,3.0,2.754457366403189,157.81878194362253
2,15,5.0,2.952691404495936,169.1767556821725
2,32,4.0,2.9526914045568966,169.1767556856653
2,49,3.0,2.952691404620791,169.17675568932617
2,16,5.0,3.1328659901420903,179.49999901521554
3,0,5.0,0.00872689065996808,0.5000140030883086
3,1,5.0,0.18026288512127653,10.328302520300747
3,18,4.0,0.18026288610297292,10.328302576547808
3,35,3.0,0.18026288704184554,10.328302630341247
3,2,5.0,0.38384672721409574,21.992797449277084
3,19,4.0,0.3838467281993644,21.99279750572882
3,36,3.0,0.383846729132102,21.99279755917075
3,3,5.0,0.5759687588828665,33.000579015376395
3,20,4.0,0.5759687598958241,33.00057907341459
3,37,3.0,0.5759687608548383,33.000579128362055
3,4,5.0,0.7708701903670775,44.16760846047987
3,21,4.0,0.7708701913756155,44.16760851826484
3,38,3.0,0.7708701923408141,44.167608573566646
3,39,3.0,0.9687449190481233,55.50499528620006
3,5,5.0,0.9687451733199467,55.50500985490238
3,22,4.0,0.9687451749252546,55.50500994687975
3,6,5.0,1.1695802996099054,67.0120149692939
3,23,4.0,1.1695803005906789,67.01201502548808
3,40,3.0,1.1695803015479436,67.01201508033532
3,7,5.0,1.3708176902853966,78.54206813522485
3,24,4.0,1.3708176912443513,78.5420681901689
3,41,3.0,1.3708176921915662,78.54206824444033
3,8,5.0,1.5707963154498004,89.99999934997388
3,25,4.0,1.5707963154497264,89.99999934996963
3,42,3.0,1.570796315449729,89.99999934996978
3,9,5.0,1.770774938736982,101.45793045716597
3,26,4.0,1.7707749396551393,101.45793050977252
3,43,3.0,1.7707749405849098,101.45793056304444
3,10,5.0,1.972012329412268,112.98798362308517
3,27,4.0,1.9720123303089452,112.98798367446099
3,44,3.0,1.9720123312286175,112.98798372715433
3,11,5.0,2.172847456047753,124.49498875727389
3,28,4.0,2.1728474575059638,124.49498884082321
3,45,3.0,2.1728477118513423,124.49500341373994
3,12,5.0,2.3707224386546244,135.8323901318722
3,29,4.0,2.3707224395243434,135.83239018170343
3,46,3.0,2.370722440435903,135.83239023393193
3,13,5.0,2.5656238701387606,146.99941957697138
3,30,4.0,2.565623871004241,146.99941962655976
3,47,3.0,2.565623871921849,146.99941967913483
3,14,5.0,2.757745901808047,158.00720114310022
3,31,4.0,2.7577459027003526,158.0072011942256
3,48,3.0,2.757745903644405,158.0072012483158
3,15,5.0,2.9613297439009996,169.67169607208422
3,32,4.0,2.961329744796674,169.6716961234026
3,49,3.0,2.9613297457346093,169.6716961771423
3,16,5.0,3.1328657402394846,179.49998469685096
4,0,5.0,0.008726908647252002,0.5000150336837622
4,1,5.0,0.17160266327347154,9.832108358774535
4,18,4.0,0.1716026642530252,9.832108414898826
4,35,3.0,0.17160266519099543,9.83210846864056
4,2,5.0,0.38051495751622777,21.801901107279672
4,19,4.0,0.38051495850167616,21.801901163741707
4,36,3.0,0.38051495943443253,21.80190121718471
4,3,5.0,0.5704721097653699,32.68564421947953
4,20,4.0,0.5704721107804169,32.685644277637444
4,37,3.0,0.5704721117401655,32.685644332626985
4,4,5.0,0.7645054008372463,43.802932882931486
4,21,4.0,0.7645054018476973,43.80293294082607
4,38,3.0,0.7645054028141589,43.802932996200234
4,39,3.0,0.9631724399693623,55.1857157535621
4,5,5.0,0.9631726847592217,55.18572977898791
4,22,4.0,0.9631726863668637,55.185729871099014
4,6,5.0,1.1660513164651536,66.80981912912682
4,23,4.0,1.1660513174477714,66.80981918542668
4,40,3.0,1.1660513184062238,66.80981924034195
4,7,5.0,1.3691600815494989,78.4470941505739
4,24,4.0,1.3691600825107315,78.44709420564847
4,41,3.0,1.3691600834595339,78.44709426001084
4,8,5.0,1.5707963154372822,89.99999934925663
4,25,4.0,1.5707963154371785,89.99999934925069
4,42,3.0,1.5707963154371807,89.99999934925081
4,9,5.0,1.772432547445843,101.55290444026785
4,26,4.0,1.7724325483636647,101.55290449285515
4,43,3.0,1.7724325492937683,101.55290454614617
4,10,5.0,1.9755413125299905,113.1901794617036
4,27,4.0,1.97554131342676,113.1901795130847
4,44,3.0,1.9755413143471638,113.19017956581996
4,11,5.0,2.178419944582688,124.8142688317107
4,28,4.0,2.178419946039949,124.8142689152056
4,45,3.0,2.17842019090501,124.81428294494016
4,12,5.0,2.3770872281574245,136.19706570787181
4,29,4.0,2.3770872290271754,136.19706575770488
4,46,3.0,2.3770872299393875,136.19706580997075
4,13,5.0,2.5711205192292166,147.31435437131893
4,30,4.0,2.571120520094567,147.31435442089986
4,47,3.0,2.5711205210133463,147.31435447354204
4,14,5.0,2.7610776714789167,158.19809748355075
4,31,4.0,2.7610776723729322,158.19809753477406
4,48,3.0,2.7610776733188844,158.19809758897316
4,15,5.0,2.9699899657218674,170.16789023206704
4,32,4.0,2.9699899666214806,170.1678902836111
4,49,3.0,2.9699899675622516,170.16789033751328
4,16,5.0,3.132865722227092,179.49998366481688
5,0,5.0,0.008726932074611622,0.5000163759725936
5,1,5.0,0.16284593451042323,9.330384758311054
5,18,4.0,0.16284593546642037,9.330384813085654
5,35,3.0,0.16284593638156447,9.330384865519548
5,2,5.0,0.37730283798565395,21.61786021488625
5,19,4.0,0.37730283894818356,21.617860270035134
5,36,3.0,0.377302839857673,21.61786032214504
5,3,5.0,0.5650725346510423,32.376271354264695
5,20,4.0,0.5650725356432638,32.37627141111479
5,37,3.0,0.5650725365794869,32.37627146475643
5,4,5.0,0.758135192284561,43.437946818244484
5,21,4.0,0.7581351932715985,43.43794687479756
5,38,3.0,0.7581351942150101,43.43794692885106
5,39,3.0,0.9575863646045941,54.86565721111889
5,5,5.0,0.9575866037638392,54.86567091393426
5,22,4.0,0.9575866053343561,54.86567100391825
5,6,5.0,1.1625510769095995,66.60927017530882
5,23,4.0,1.1625510778695762,66.60927023031144
5,40,3.0,1.16255107880521,66.6092702839193
5,7,5.0,1.3674603931565599,78.34970917917113
5,24,4.0,1.3674603940955188,78.3497092329695
5,41,3.0,1.3674603950218502,78.34970928604439
5,8,5.0,1.5707963157112266,89.99999936495249
5,25,4.0,1.570796315711148,89.99999936494798
5,42,3.0,1.57079631571115,89.9999993649481
5,9,5.0,1.7741322364319452,101.65028944565637
5,26,4.0,1.774132237326822,101.65028949692903
5,43,3.0,1.774132238234174,101.65028954891648
5,10,5.0,1.9790415526787,113.3907284495069
5,27,4.0,1.9790415535529018,113.39072849959496
5,44,3.0,1.9790415544508997,113.39072855104645
5,11,5.0,2.184006026162475,125.13432773024827
5,28,4.0,2.1840060275839317,125.13432781169173
5,45,3.0,2.184006266817714,125.13434151877777
5,12,5.0,2.3834574373032607,136.56205180654385
5,29,4.0,2.383457438151217,136.56205185512817
5,46,3.0,2.3834574390412557,136.56205190612363
5,13,5.0,2.576520094936685,147.62372727051823
5,30,4.0,2.576520095779679,147.62372731881825
5,47,3.0,2.5765200966767456,147.62372737021636
5,14,5.0,2.7642897916026463,158.3821384099295
5,31,4.0,2.764289792474367,158.38213845987542
5,48,3.0,2.7642897933983717,158.382138512817
5,15,5.0,2.9787466950780686,170.66961386651568
5,32,4.0,2.978746695956023,170.66961391681878
5,49,3.0,2.9787466968744094,170.66961396943842
5,16,5.0,3.1328656993476702,179.49998235392258
6,0,5.0,0.00872676586343608,0.5000068527737271
6,1,5.0,0.1540050317309582,8.823838341962228
6,18,4.0,0.1540050320847358,8.823838362232191
6,35,3.0,0.15400503242352223,8.823838381643224
6,2,5.0,0.3741560185455039,21.43756074207593
6,19,4.0,0.3741560189023623,21.43756076252241
6,36,3.0,0.3741560192391738,21.437560781820288
6,3,5.0,0.5597965986634289,32.073982489193256
6,20,4.0,0.5597965990316053,32.07398251028821
6,37,3.0,0.5597965993782751,32.07398253015093
6,4,5.0,0.7517611217788985,43.0727394799512
6,21,4.0,0.7517611221450012,43.07273950092734
6,38,3.0,0.7517611224946866,43.072739520962834
6,39,3.0,0.9519777837211927,54.544309197442225
6,5,5.0,0.951977871387818,54.54431422036986
6,22,4.0,0.9519778719702969,54.544314253743444
6,6,5.0,1.159078338136609,66.41029690026502
6,23,4.0,1.1590783384926995,66.4102969206675
6,40,3.0,1.1590783388395167,66.41029694053867
6,7,5.0,1.3657191079524107,78.2499408860448
6,24,4.0,1.3657191083005966,78.24994090599438
6,41,3.0,1.3657191086439662,78.24994092566801
6,8,5.0,1.570796322687634,89.99999976467119
6,25,4.0,1.5707963226876092,89.99999976466977
6,42,3.0,1.57079632268761,89.99999976466982
6,9,5.0,1.775873536743251,101.75005860435901
6,26,4.0,1.7758735370746397,101.75005862334618
6,43,3.0,1.7758735374107866,101.75005864260598
6,10,5.0,1.982514306558973,113.58970259013421
6,27,4.0,1.9825143068825901,113.5897026086761
6,44,3.0,1.9825143072152687,113.58970262773718
6,11,5.0,2.1896147734329965,125.45568527720467
6,28,4.0,2.189614773959329,125.45568530736129
6,45,3.0,2.189614861654029,125.45569033189751
6,12,5.0,2.389831522916502,136.92726001043766
6,29,4.0,2.389831523230415,136.92726002842355
6,46,3.0,2.389831523560157,136.92726004731637
6,13,5.0,2.5817960460319336,147.9260170011934
6,30,4.0,2.581796046343864,147.9260170190657
6,47,3.0,2.581796046676555,147.92601703812747
6,14,5.0,2.7674366261500802,158.56243874832344
6,31,4.0,2.7674366264729526,158.56243876682265
6,48,3.0,2.7674366268155866,158.56243878645412
6,15,5.0,2.9875876129647083,171.17616114844185
6,32,4.0,2.9875876132905317,171.17616116711017
6,49,3.0,2.987587613631208,171.17616118662949
6,16,5.0,3.1328658795117748,179.49999267656537
7,0,5.0,0.008726934128430605,0.5000164936477532
7,1,5.0,0.14506827525058374,8.311799913100584
7,18,4.0,0.1450682759756921,8.311799954646233
7,35,3.0,0.1450682766707537,8.311799994470329
7,2,5.0,0.37109979810610394,21.262452209636695
7,19,4.0,0.371099798839493,21.262452251656796
7,36,3.0,0.37109979953104133,21.262452291279594
7,3,5.0,0.5546336204974023,31.778165630561737
7,20,4.0,0.5546336212547259,31.778165673953186
7,37,3.0,0.5546336219662863,31.778165714722594
7,4,5.0,0.745389948080574,42.70769811649245
7,21,4.0,0.7453899488333261,42.70769815962197
7,38,3.0,0.7453899495518065,42.70769820078786
7,39,3.0,0.9463554850092792,54.22217521008775
7,5,5.0,0.9463556601307668,54.22218524380988
7,22,4.0,0.9463556613279096,54.222185312401116
7,6,5.0,1.1556019239901938,66.21111304183586
7,23,4.0,1.15560192472239,66.21111308378762
7,40,3.0,1.1556019254350782,66.21111312462165
7,7,5.0,1.3640077021569177,78.15188455692882
7,24,4.0,1.364007702872266,78.15188459791526
7,41,3.0,1.3640077035776341,78.15188463832988
7,8,5.0,1.570796318357665,89.99999951658224
7,25,4.0,1.570796318357614,89.99999951657931
7,42,3.0,1.5707963183576155,89.99999951657941
7,9,5.0,1.7775849331623759,101.84811439624866
7,26,4.0,1.7775849338429988,101.84811443524548
7,43,3.0,1.7775849345334809,101.84811447480719
7,10,5.0,1.9859907113289252,113.78888591133162
7,27,4.0,1.9859907119929898,113.78888594937972
7,44,3.0,1.9859907126761067,113.78888598851944
7,11,5.0,2.1952369754459014,125.77781372411408
7,28,4.0,2.1952369765258863,125.77781378599266
7,45,3.0,2.1952371517059532,125.77782382307115
7,12,5.0,2.396202687238166,137.29230083665334
7,29,4.0,2.3962026878823184,137.29230087356052
7,46,3.0,2.3962026885595,137.29230091236016
7,13,5.0,2.5869590148212542,148.22183332257924
7,30,4.0,2.586959015461037,148.22183335923611
7,47,3.0,2.5869590161449896,148.22183339842368
7,14,5.0,2.77049283721303,158.73754674353165
7,31,4.0,2.7704928378759384,158.7375467815135
7,48,3.0,2.7704928385800875,158.73754682185827
7,15,5.0,2.9965243600687663,171.68819904008015
7,32,4.0,2.9965243607396106,171.68819907851667
7,49,3.0,2.9965243614403,171.68819911866322
7,16,5.0,3.1328657025867876,179.4999825395103
8,0,5.0,0.00872693345401838,0.500016455006779
8,1,5.0,0.13602167405514348,7.7934678456638515
8,18,4.0,0.136021674629328,7.7934678785622005
8,35,3.0,0.13602167518031485,7.793467910131422
8,2,5.0,0.3681201897451144,21.091733225950104
8,19,4.0,0.3681201903274196,21.091733259313735
8,36,3.0,0.36812019087605974,21.091733290748497
8,3,5.0,0.5496259847628849,31.491249237635
8,20,4.0,0.5496259853648939,31.491249272127575
8,37,3.0,0.5496259859289234,31.491249304444082
8,4,5.0,0.7390210447918852,42.34278683792359
8,21,4.0,0.7390210453898789,42.3427868721861
8,38,3.0,0.7390210459600801,42.342786904856226
8,39,3.0,0.9407134818809525,53.89891224283502
8,5,5.0,0.940713619406336,53.89892012245907
8,22,4.0,0.9407136203571336,53.89892017693575
8,6,5.0,1.152143921606226,66.01298409968832
8,23,4.0,1.152143922187923,66.01298413301711
8,40,3.0,1.152143922753701,66.0129841654338
8,7,5.0,1.3622962089863986,78.05382322159261
8,24,4.0,1.3622962095543432,78.05382325413343
8,41,3.0,1.3622962101142022,78.053823286211
8,8,5.0,1.570796320099392,89.99999961637585
8,25,4.0,1.5707963200993527,89.99999961637359
8,42,3.0,1.5707963200993538,89.99999961637366
8,9,5.0,1.7792964301045204,101.9461759476831
8,26,4.0,1.7792964306443926,101.94617597861549
8,43,3.0,1.779296431192252,101.94617601000552
8,10,5.0,1.9894487174845474,113.98701506957903
8,27,4.0,1.9894487180109093,113.98701509973735
8,44,3.0,1.989448718552811,113.98701513078602
8,11,5.0,2.2008790198888186,126.10107905851848
8,28,4.0,2.20087902074513,126.10107910758151
8,45,3.0,2.2008791583177554,126.10108698991232
8,12,5.0,2.402571594298581,137.65721233132618
8,29,4.0,2.402571594809168,137.65721236058067
8,46,3.0,2.4025715953465285,137.65721239136914
8,13,5.0,2.591966654327505,148.5087499316104
8,30,4.0,2.5919666548342577,148.5087499606452
8,47,3.0,2.591966655377659,148.50874999177978
8,14,5.0,2.7734724493456753,158.90826594331818
8,31,4.0,2.773472449871451,158.90826597344292
8,48,3.0,2.7734724504304054,158.90826600546865
8,15,5.0,3.00557096503584,172.20653132361556
8,32,4.0,3.0055709655694245,172.2065313541877
8,49,3.0,3.0055709661260868,172.20653138608208
8,16,5.0,3.1328657067446835,179.4999827777402
9,0,5.0,0.008727232174561346,0.5000335704331449
9,1,5.0,0.12684109742963645,7.267459551525843
9,18,4.0,0.12684109836427832,7.267459605076877
9,35,3.0,0.12684109926234394,7.267459656532247
9,2,5.0,0.36520165516082553,20.92451351190738
9,19,4.0,0.36520165611166194,20.924513566386295
9,36,3.0,0.36520165700745855,20.92451361771166
9,3,5.0,0.544788674495028,31.2140917750915
9,20,4.0,0.544788675479558,31.214091831500912
9,37,3.0,0.544788676398734,31.214091884165818
9,4,5.0,0.7326746905427688,41.979167524154306
9,21,4.0,0.7326746915196922,41.97916758012789
9,38,3.0,0.7326746924504361,41.97916763345559
9,39,3.0,0.9350655036175172,53.57530692555854
9,5,5.0,0.935065725769194,53.57531965391204
9,22,4.0,0.9350657273225883,53.57531974291498
9,6,5.0,1.1487123635235947,65.81637030439956
9,23,4.0,1.1487123644741886,65.81637035886456
9,40,3.0,1.1487123653981037,65.816370411801
9,7,5.0,1.3605853862754789,77.95580030076178
9,24,4.0,1.3605853872028708,77.95580035389743
9,41,3.0,1.3605853881168488,77.9558004062645
9,8,5.0,1.570796315866094,89.99999937382574
9,25,4.0,1.5707963158660292,89.99999937382202
9,42,3.0,1.5707963158660314,89.99999937382215
9,9,5.0,1.781007243648324,102.04419834327686
9,26,4.0,1.7810072445292409,102.04419839374968
9,43,3.0,1.7810072454234072,102.04419844498163
9,10,5.0,1.9928802663999574,114.18362833962472
9,27,4.0,1.992880267258088,114.18362838879199
9,44,3.0,1.9928802681422513,114.1836284394508
9,11,5.0,2.206526904487948,126.42467900922551
9,28,4.0,2.206526905884404,126.42467908923658
9,45,3.0,2.206527128114545,126.42469182208573
9,12,5.0,2.4089179393802755,138.02083111984086
9,29,4.0,2.4089179402129406,138.02083116754906
9,46,3.0,2.4089179410900754,138.02083121780518
9,13,5.0,2.5968039554278644,148.78590686889498
9,30,4.0,2.5968039562532725,148.78590691618737
9,47,3.0,2.5968039571417307,148.78590696709227
9,14,5.0,2.7763909747627635,159.075485132119
9,31,4.0,2.77639097562067,159.07548518127345
9,48,3.0,2.776390976532817,159.0754852335356
9,15,5.0,3.014751532494304,172.73253909252068
9,32,4.0,3.0147515333678356,172.73253914257035
9,49,3.0,3.014751534277821,172.7325391947087
9,16,5.0,3.1328653995574967,179.4999651772109
10,0,5.0,0.008727192643336714,0.5000313054608144
10,1,5.0,0.11763782412744775,6.740150833605002
10,18,4.0,0.11763782520892523,6.740150895569097
10,35,3.0,0.11763782624840634,6.740150955126977
10,2,5.0,0.36227734879279966,20.756963099016268
10,19,4.0,0.36227734989439603,20.756963162133093
10,36,3.0,0.3622773509305228,20.756963221498786
10,3,5.0,0.5400589857006204,30.943100568761626
10,20,4.0,0.5400589868415754,30.94310063413353
10,37,3.0,0.5400589879051466,30.943100695071674
10,4,5.0,0.7263093493741096,41.61446034002926
10,21,4.0,0.7263093505058758,41.614460404874684
10,38,3.0,0.7263093515833943,41.614460466611945
10,39,3.0,0.9293952844592898,53.250427298877895
10,5,5.0,0.9293955347525366,53.250441639624576
10,22,4.0,0.9293955365517951,53.25044174271449
10,6,5.0,1.1452750141574195,65.61942469300574
10,23,4.0,1.145275015258418,65.6194247560883
10,40,3.0,1.1452750163277896,65.61942481735879
10,7,5.0,1.3588614404515997,77.8570254809443
10,24,4.0,1.3588614415247515,77.85702554243137
10,41,3.0,1.3588614425823242,77.85702560302582
10,8,5.0,1.5707963141480428,89.99999927538866
10,25,4.0,1.5707963141479764,89.99999927538485
10,42,3.0,1.5707963141479782,89.99999927538495
10,9,5.0,1.7827311857517838,102.14297294993001
10,26,4.0,1.7827311867712612,102.14297300834177
10,43,3.0,1.7827311878061265,102.14297306763518
10,10,5.0,1.9963176120456576,114.38057373785101
10,27,4.0,1.996317613037796,114.38057379469636
10,44,3.0,1.9963176140607801,114.38057385330903
10,11,5.0,2.212197091836734,126.74955681335943
10,28,4.0,2.2121970934508544,126.74955690584173
10,45,3.0,2.2121973438366633,126.74957125189182
10,12,5.0,2.4152832768283665,138.38553809079306
10,29,4.0,2.4152832777907594,138.3855381459341
10,46,3.0,2.415283278805362,138.38553820406656
10,13,5.0,2.6015336405016662,149.05689786204985
10,30,4.0,2.6015336414553016,149.05689791668914
10,47,3.0,2.6015336424835533,149.05689797560362
10,14,5.0,2.7793152774103222,159.24303533184306
10,31,4.0,2.779315278401889,159.24303538865564
10,48,3.0,2.7793152794579505,159.2430354491635
10,15,5.0,3.0239548020760876,173.259847597278
10,32,4.0,3.0239548030871046,173.25984765520502
10,49,3.0,3.023954804139946,173.2598477155284
10,16,5.0,3.1328654356525996,179.49996724530794
11,0,5.0,0.008726876168463118,0.5000131727862355
11,1,5.0,0.10837899430881849,6.209658961767668
11,18,4.0,0.10837899476982839,6.209658988181589
11,35,3.0,0.108378995214235,6.209659013644212
11,2,5.0,0.35935235330964005,20.589373202736397
11,19,4.0,0.3593523537803528,20.589373229706247
11,36,3.0,0.3593523542228827,20.589373255061343
11,3,5.0,0.5353922795383446,30.675718001435527
11,20,4.0,0.5353922800258444,30.675718029367207
11,37,3.0,0.53539228047987,30.67571805538096
11,4,5.0,0.7199634836195038,41.25086901493375
11,21,4.0,0.7199634841032603,41.25086904265095
11,38,3.0,0.7199634845635206,41.250869069021924
11,39,3.0,0.9237249370586152,52.92554032444627
11,5,5.0,0.923725044208376,52.92554646367533
11,22,4.0,0.9237250449774723,52.92554650774131
11,6,5.0,1.1418625526554296,65.42390505119084
11,23,4.0,1.1418625531259583,65.42390507815016
11,40,3.0,1.1418625535827882,65.42390510432459
11,7,5.0,1.3571441636578858,77.75863276840873
11,24,4.0,1.3571441641167303,77.75863279469858
11,41,3.0,1.3571441645686573,77.7586328205921
11,8,5.0,1.5707963213929992,89.99999969049408
11,25,4.0,1.5707963213929699,89.9999996904924
11,42,3.0,1.5707963213929708,89.99999969049244
11,9,5.0,1.7844484782342562,102.24136656136523
11,26,4.0,1.784448478669238,102.24136658628785
11,43,3.0,1.7844484791110486,102.24136661160173
11,10,5.0,1.9997300892365812,114.5760942785756
11,27,4.0,1.999730089660097,114.57609430284126
11,44,3.0,1.9997300900969686,114.57609432787216
11,11,5.0,2.217867597848533,127.07445287553908
11,28,4.0,2.217867598537506,127.07445291501432
11,45,3.0,2.217867705727325,127.07445905653856
11,12,5.0,2.421629158272247,138.74913031481782
11,29,4.0,2.4216291586829777,138.74913033835094
11,46,3.0,2.421629159116316,138.74913036317938
11,13,5.0,2.60620036235333,149.32428132831166
11,30,4.0,2.606200362760495,149.32428135164048
11,47,3.0,2.60620036319994,149.32428137681885
11,14,5.0,2.78224028858239,159.41062612703115
11,31,4.0,2.7822402890057303,159.41062615128675
11,48,3.0,2.7822402894568348,159.41062617713314
11,15,5.0,3.033213647583405,173.79034036801096
11,32,4.0,3.0332136480161367,173.79034039280467
11,49,3.0,3.033213648465428,173.79034041854715
11,16,5.0,3.1328657666174693,179.49998620819815
12,0,5.0,0.008727104376623952,0.5000262481507017
12,1,5.0,0.09909104905318661,5.677498898271405
12,18,4.0,0.09909105014218082,5.677498960666177
12,35,3.0,0.09909105119420128,5.677499020942509
12,2,5.0,0.3564079096561734,20.420669008378677
12,19,4.0,0.35640791077023787,20.42066907220987
